Lab,Experimenter,Drug for Plate,Drug for Plate Concentration,Drug for plate concentration units,Worm Species,Worm Strain from plate,Worm strain thaw date,Start Date,Plate_Title,PlateID,Age at Death,Dead,Censor,Reason for Censor,Temperature,DeathNoCen,Experiment Name,Experimenter for observation,Plate Position,scanner name,Story Board Annotator,model file,Experiment Name for Plate,Total,Compound_Conc,compound_vector,Duration_Not_Moving_Fast,AgeofAdult,Experiment Conditions,Enviromental Conditions,Subset,Group,Group
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,21,1,0,,20,21,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,23,1,0,,20,23,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,23,1,0,,20,23,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,23,1,0,,20,23,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,23,1,0,,20,23,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,23,1,0,,20,23,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,25,1,0,,20,25,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,25,1,0,,20,25,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,25,1,0,,20,25,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,25,1,0,,20,25,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,25,1,0,,20,25,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,25,1,0,,20,25,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,25,1,0,,20,25,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,25,1,0,,20,25,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,25,1,0,,20,25,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_BRIGGSAE,JU1373,03/03/2016,05/09/2016,JU1373_RAPA_50UM_1,50062355,28,1,0,,20,28,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,JU1373~RAPA~50~B,JU1373~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,9,0,1,lost,20,,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,0,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,11,1,0,,20,11,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,11,1,0,,20,11,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,11,1,0,,20,11,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,11,0,1,lost,20,,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,0,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,14,1,0,,20,14,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,14,1,0,,20,14,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,14,1,0,,20,14,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,14,1,0,,20,14,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,14,1,0,,20,14,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,14,1,0,,20,14,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,14,1,0,,20,14,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,14,1,0,,20,14,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,14,1,0,,20,14,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,14,1,0,,20,14,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,14,1,0,,20,14,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,14,1,0,,20,14,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,14,1,0,,20,14,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,14,1,0,,20,14,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,14,1,0,,20,14,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,14,1,0,,20,14,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
LITHGOW,EDGAR_D,RAPA,50,μM,C_ELEGANS,N2_PD1073,03/28/2016,05/09/2016,N2_RAPA_50UM_1,50062360,14,1,0,,20,14,LS_050916_RAPA_2STRAINS_DE,EDGAR_D,,,,,LS_050916_RAPA_2STRAINS_DE,,RAPAMYCIN_50ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_50ΜM = 0,,,,,B,N2_PD1073~RAPA~50~B,N2_PD1073~RAPA~50~B
